pre,term,post,business_id
 works out well for larger celebrations. It's also in a great location downtown to easily stop at several nearby restaurants for a ,cocktail," pre or post-dinner.  They change their menu seasonally, and it's not always up to date online. But, they still had some wonderful",Mv7N0bU56dhtoDP-m2JOow
"r. Tartar sauce accompanied the cakes, but a cookbook-perfect remoulade was hidden underneath both, so I barely touched it and the ",cocktail," sauce. Hey, when it comes to crabcakes, it's mother sauces all the way or the highway for me, bub.   Two sides came with my entre",mweMYUxCsIZUtHVJa_4Z5w
arking lot. Comfortable seating at the bar. Food was delicious and fast. Nice bright and clean environment. Top notch service. The ,cocktails, were great.,mweMYUxCsIZUtHVJa_4Z5w
" was two whole fried fish fillets on a cold hoagie role. No lettuce, no tomato, nothing but dry bread. Yes, they served tartar and ",cocktail," sauces on the side. The fish itself was decent, but it makes for a weird, pretty bland sandwich, even after I slathered it with s",mweMYUxCsIZUtHVJa_4Z5w
so kind enough to offer me a substitute baked potato instead of the fries for the same reason. The fish comes with both tartar and ,cocktail, sauces. Along with it I got the both baked potato and Cole slaw. The entire meal was just under $10.00. Food was very good and I ,mweMYUxCsIZUtHVJa_4Z5w
"ll may not have a raging bar scene, but it has the Cage and what more do want, really? Some stupid themed lounge? Brightly colored ",cocktails,"? Overpriced bar food that is pretending to be some sort of cuisine? If so, you know where to find them. If not, try the Squirrel ",m_zeXzkj3btfvRJiPVw8Ug
"I used to work here my first summer after college as a hostess and cocktail waitress.  Hated working here, but really enjoy coming ",in as a g,"uest.    I next to never do the full dinner simply because if I'm gonna spend that money on a fancy meal, I'll do it somewhere t",mZYKqiK-9fzifbFbeEbP1w
"ve also had the mussels, tuna, calamari, and it's all been delicious. The drinks are made well, and are also under 10 bucks. For a ",cocktail,"?! can't beat that. We usually sit at the bar, so service is not an issue. The restaurant is spacious, as is the bar area, so you ",mZYKqiK-9fzifbFbeEbP1w
 taken to such a table.      Service was friendly from Val.  BJ got a Sierra Nevade brew and I ordered a festive beverage from the ,cocktail, menu.  My Poinsettia was sweet beyond belief and tasted sort of like perfume.  We shared a chopped salad which was fairly good.  ,mZYKqiK-9fzifbFbeEbP1w
sband had the wagoo special with andouille sausage mashed potatoes. His fish was just ok too. I didn't try the meat potatoes.  The ,cocktails," we tried (one was some type of mule) were better than average, and when we asked for one of them to be modified on the second rou",mZYKqiK-9fzifbFbeEbP1w
"We ordered almond trout, lobster with steak and a strawberry ",cocktail., Everything was great except for the steak. The steak was very dry and not juicy at all. I asked the waitress and she said the steak is not high quality steak when serving with lobster.,mZYKqiK-9fzifbFbeEbP1w
ng some next to a window overlooking Baum Blvd.  There is also a small bar with a large flat-screen television.  You could enjoy a ,cocktail," while waiting for your table, but it seems unlikely that you will have to wait.  We went on a Saturday evening, and the dining ro",N42CouuodYv-yGpmuUZyew
The ,cocktail," list looked ok. I got a ""Southside Slammer"" which was Patron Silver with cucumber and lime. It was way too sweet. The food was fine, but for what it was, it was super overpriced. Not interested in returning.",NAeUcNL3Uk73Cp5iC25TMg
"goes on and on...everything is good.    The bar is the best in Squirrel Hill, not exaggerating.  It is the perfect place to have a ",cocktail," and Sean, the best bartender I know, really knows his stuff.  He can make any and everything!  My personal favorite is his Lemon ",NcNzTKVatkbRkD_G8A891A
.  Skip the mussels siam (rubbery) and the thai shrimp and pork toast (just a piece of deep fried bread).  Have some pretty unique ,cocktails,"---cucumber martini?!  tastes exactly like what's in it.  While the tapas can be a hit or miss, they are so reasonably priced that",NcNzTKVatkbRkD_G8A891A
"The food was okay, but the ",cocktail," was pretty subpar. I wouldn't seek it out again, but the service was good.",NcNzTKVatkbRkD_G8A891A
I took my adorable wife here on a tapas date before a late showing at the Manor Theater across the street.   We had some strong ,cocktails,", including a delicious ginger cooler with so much real ginger! We shared a variety of tiny plates, little spring rolls and puffs of",NcNzTKVatkbRkD_G8A891A
Good Service always good food.  Tried a couple of the Absinthe ,cocktails,", ehhhh. I'll give up on those. Guess I'm not a fan of the black licorice taste. Had the Pumpkin Curry, was little under cooked and low on sauce.  But, I do love this place otherwise.",NcNzTKVatkbRkD_G8A891A
d a drink.  Was you drinking behind the bar honey or were you just distracted by your friends? We only walked into a bar to have a ,cocktail,", guess not in this place.",nCvRJKvJnjzrSpkK79E-5Q
Stopped here for dinner on a Friday night with friends. Enjoyed sushi and the Cabo Cooler tequila ,cocktail., I loved my Hot Pepper Roll. The fish IS fresh. The crab rangoons and Parmesan risotto were also delicious. My only complaint is no one answers the phone. I had t,ndE42tcNzqjSEW_Ciz2BOw
I got but it was beef and vegetables stir fried and then placed into a ring of deep fried bean paste.  It was served with a little ,cocktail, umbrella stuck in the bean ring.  The presentation was quite unusual and unique and it made the meal that much better.   The meal,nF5TXLMmC6IJgQxE9CEZPw
ough I probably won't be going back and paying so much for them. Tacos are supposed to be the people's food!   We did all love our ,cocktails," though. I had the blood orange margarita, which had the perfect amount of jalapeno essence. The rye whiskey drink with lemon was ",NgYQvMLzs2lbvQGX4cMWIg
"stuff like birthday parties, you wouldn't go there all the time but it's nicely decorated and isn't unpleasant to hang out in. The ",cocktails," are really nice and I like the free chips.   So I think it's great for a small bite and some fancy drinks on a special occasion, ",NgYQvMLzs2lbvQGX4cMWIg
co and strip steak. I also had the mushroom soup. Very tasty and beautiful presentation. Now lets talk about the important stuff...,cocktails, :) the festini was delicious. Absolute wild tea with peach purée and mint. It tasted like a peach mojito. My favorite.  If you kn,NgYQvMLzs2lbvQGX4cMWIg
"r six micros) and a really interesting looking drink menu. My only beef is that the drink prices are pretty steep, $9 or $10 for a ",cocktail.,   I had the chorizo/ dippy egg/ ancho maple sauce taco and the mushroom tostada  while my friends all had the special of the day ,NgYQvMLzs2lbvQGX4cMWIg
"ays great.  The always have exotic daily soup, taco, and seviche that are usually amazing and the bartenders can make some quality ",cocktails.,"  Not a fan of the owner's attitude towards her customers, but not so much that I wouldn't come back for their amazing tacos.",NgYQvMLzs2lbvQGX4cMWIg
ad lunch several times and food is subpar. Nothing really special about the food. But great place to come after work for a beer or ,cocktail., Try the TonicTonic if you are a gin lover it is one of their signature drinks.,nkDSE-yhvLX4ij5fSzvb5Q
" option when you are looking for healthy, quality, and affordable meal options. When you sign up for the Tonic card you get a free ",cocktail, with a $10.00 minimum purchase. Very friendly staff.,nkDSE-yhvLX4ij5fSzvb5Q
Seriously delicious handcrafted ,cocktails, and braised short ribs.  On an Amtrak layover in Pittsburgh?  Definitely stop here!    The food here was high quality and tasted delicious and way better than we could have had on the trains.  Braised short ribs seem to be on s,nkDSE-yhvLX4ij5fSzvb5Q
"I've been here once. Unfortunately, once was enough for me.  I visited during happy hour, so I stuck to ",cocktails, and lite bites rather than ordering full plates of food. I certainly thought the drinks and appetizers were ok. I enjoyed my Whiskey sour and berry Cosmo q,nkDSE-yhvLX4ij5fSzvb5Q
"nks, which I unfortunately did not get to sample - aside from the La Prima coffee. Tonic, for its namesake, has a very interesting ",cocktail," menu which you can find on their website. They also have Guinness, Hop Devil, and Penn Pilsner on tap. I had their cod sandwich, ",nkDSE-yhvLX4ij5fSzvb5Q
" new fixtures. Also, the entire restaurant was very clean -- almost immaculate. There is a full bar with a pretty fair list of fun ",cocktails," that I noticed people buying, but I didn't try any.  Overall, as I am a sushi person, I would highly recommend this restaurant, b",nm5yx8yvJNJYVjaRPwjnsw
"little sad about the lack of good desserts, but the variety of sushi definitely makes up for it. They also have a lot of specialty ",cocktails.,  The ambience is a big plus--they bought this location from an Italian restaurant and seem to have changed nothing about the deco,nm5yx8yvJNJYVjaRPwjnsw
"ood ambiance, quality food and excellent location. I went for Happy Hour with a work colleague and had a pizza and cocktail. Their ",cocktails, are abbot too similar and fall-focused at the moment. Also they consisted of either spicy notes were made of dark liquor.   The p,NoF90rswXBHESSyDaWeKKA
ase). BEST salad I've ever had: their house salad. 30 beers on tap that rotate in a good way to mix it up. Fantastic wine list and ,cocktails.,   Filling a niche that needs to be filled in the area. Great food and drink in a cool yet not too pretentious vibe. Great for any,NoF90rswXBHESSyDaWeKKA
 the place if it even looks busy. I will be going again as their Microbrew selection is awesome and the bartender makes incredible ,cocktails, and one mediocre trip isn't enough to keep me from going back.,NoF90rswXBHESSyDaWeKKA
"place can draw fans.  I'm not a beer drinker, but they seemed to have an extensive list of beers, and the wine offerings and other ",cocktails, seemed appealing too.  I had a chardonnay that I liked very much.  I recommend Proper Brick Oven & Tap Room for those who like pi,NoF90rswXBHESSyDaWeKKA
"er that night. These are a current special which came with orzo rice, spinach, and a citrus-based sauce. I added a Pittsburgh Mule ",cocktail," to my meal, and I proceeded to eat myself into the happiest state I've been in for quite a while. These scallops were great. I ca",NoF90rswXBHESSyDaWeKKA
" thing: don't order the bloody marys unless you like well vodka mixed with salsa. Luckily, if you're here for brunch most of their ",cocktails," can double as socially acceptable day-drinking options, so avoiding the bloody marys isn't too hard.  The other thing I love abou",O1ird5yRyuDFnOmYu90OoA
"Definitely a cool bar in Lawrenceville, and one of the best places to get a cocktail in the 'Burgh.  It certainly has one of the mo",st eclect,ic crowds around.  Everyone from the hipsters to punks to older people dressed up are inside...you'll feel instantly comfortable,O1ird5yRyuDFnOmYu90OoA
" breathing, then I want tacos.  They have good tacos, and they'll bring tacos to my table in a friendly fashion.  They've got good ",cocktails,", good beer, and I think they are reasonably priced.  They have fun drink specials.  I like coming here for food, I don't know if ",O1ird5yRyuDFnOmYu90OoA
ey show... if you go to Round Corner Cantina do NOT avoid the Tijuana street dog.  Cantina is a great place for a few drinks (best ,cocktails, in PIttsburgh) whether it be their red pepper red pepper or a legit caiparinha.  Great atmosphere both inside and outside for a g,O1ird5yRyuDFnOmYu90OoA
"lian restaurant of unparalled excellence across the street. As Piccolo is sans bar, we sauntered across the street to RCC for some ",cocktails, while we waited. We were so impressed and pleased we decided to make a return trip. This is the story of that trip.  When one wal,O1ird5yRyuDFnOmYu90OoA
ng Chung Tonight grilled cheese with garlic fries was excellent. The only reason I took away one star was b/c they didn't have the ,cocktail, I wanted and the cocktail menu is limited.,O40nlfiMpWAKgMx7bH9h6Q
"om time to time, though not as ""beer nerdy"" of a selection as Caliente's or Sharp Edge.  Also with a full bar including some craft ",cocktails," and a decent wine selection, though I usually stick to beer here.  Service: Always have had attentive, knowledgeable service.  Ti",O40nlfiMpWAKgMx7bH9h6Q
"w you'd like your drink made which is nice, but one issue I just remembered was that my drink made on the rocks was served without ",cocktail, straws. Iced drinks are a choking hazards when had from the rim.   Overall though a great place I feel I can always come to for t,O40nlfiMpWAKgMx7bH9h6Q
"t scallops, clams, mussels, rice and vegetabales plus a garden salad.  It was very good.  I also had the shrimp appetizer (5 giant ",cocktail, shrimp).    Took a long time to get my main dish and the check/paying it.   Food has always been very good.  Free valet parking.,ODTI9W7fHMKNWZ3g8VcFUg
"YUM! Me and my boyfriends mother went for lunch. We had the stuffed mushrooms, baked clams, and shrimp ",cocktail," to start. It was all amazing, the baked clams were my favorite! She had the stuffed flounder, which was more like a giant seafood ball wrapped in flounder, ",ODTI9W7fHMKNWZ3g8VcFUg
for dinner. I heard it was a great place to come party. On Friday I found out it's also a great place to eat. We had wine and some ,cocktails," and really enjoyed ourselves. We had the mahi, the bruschetta, and the cheese plate. They were good but what I liked most about t",oJsfjG1uh6jopK6Kc-3pdQ
iar with all of the half naked regulars at this place...   We arrived around 930-10pm and thankfully had a VIP table reserved. The ,cocktail, servers brought us an assortment of alcohol and mixers. Bottle service comes with real life SPARKLERS attached to them. This was ,oJsfjG1uh6jopK6Kc-3pdQ
"g with about a dozen chairs and a few hi-tops.  There are also a couple plasmas, but overall this is not a place I would go to for ",cocktails, or to hang out.  The service of the bartender has been very friendly and prompt both times.  The chips and salsa are free when yo,oopfFjmzxgkDB0tt160nkg
"n a regular beer glass and had three pieces of mint, too much ice and the flavor was bland. If you're  charging premium prices for ",cocktails,", they ought to be premium quality.   Finally, the table side guacamole is delicious and there is enough for 4. Although a bit of ",OPcGFLP_mRt9yvgP3ALXOQ
" is Italian, but pretty uninspired.  Olive Garden is better, and I really don't like Olive Garden.  The drinks are pretty standard ",cocktails,", but not particularly strong or reasonably priced.  The atmosphere is ...annoying?  I'm not sure why I dislike it so much, but I ",OpNrObgtHgYijZYOU0yF-Q
Cocktails were made to perfection and were treated as an art.  Delicious and beautiful.  I had a gin and tonic and a house special ,cocktail.,"  We ordered a pizza to share and loved the heavenly crust.  Warm, chewy, and perfectly complemented by the pizza toppings.  Crust",OpNrObgtHgYijZYOU0yF-Q
mazing food together - we ordered all of their appetizers and just passed them up and down the table until they were gone.  Want a ,cocktail, or martini? Get one here; they're fantastic and are usually a little stronger than I expect them to be. Their sangria and beer se,OpNrObgtHgYijZYOU0yF-Q
or half-price unless it's during a school break or you line up 15 minutes ahead of time.  They don't have many beers on tap. Their ,cocktails,", while interesting, can be pretty hit or miss (like a flat champagne cocktail!)... which also goes for their food. Sometimes you'",OpNrObgtHgYijZYOU0yF-Q
te her birthday following a Steelers game. Our intention was to grab a quick bite - we ended up being there for several hours. The ,cocktails, were to die for. I especially loved the smoked margarita (possibly the best margarita I have ever had) and she enjoyed the sage s,oPvYovnl06fy5W0e51zjMQ
ously and just about anything else you could want. They have a nice selection of craft beers that are great and even amazing mixed ,cocktails, with fresh ingredients made on the spot. The food there is also pretty great.. they are known for their burgers and the truffle f,oPvYovnl06fy5W0e51zjMQ
Stopped in for a drink on a Saturday night. I ordered the margarita ($8) listed on the ,cocktail," menu, which tasted pretty bad and was served in a rather small glass that was only half full. The bartender didn't seem to know what he was doing, which is the last thing I",oPvYovnl06fy5W0e51zjMQ
er service from Kelly. She sold the burger and shared the process. The meat is ground daily and the fries take a 4 day process.Our ,cocktails, were spot on. It is rare to find wonderful food and terrific service and good drinks all in one spot. We left a very nice tip as ,oPvYovnl06fy5W0e51zjMQ
"artenders back home - attentive, makes you feel welcome, and pours a mean drink. Pretty refreshing to see a bartender creating new ",cocktails, instead of sitting on a stool texting his bros. I didn't eat but I did watch a dude go to town on some pizza and not only did it ,oPvYovnl06fy5W0e51zjMQ
d mayo on a perfectly crunchy/chewy baguette. A simple lunch that would have a difficult time being more delicious. They do have a ,cocktail," table where you can stand and eat your pastry or sandwich, or you can go to the park across the street and enjoy some of the rare",oS96aJIHFWcFAlGHKKXjaw
"m not a fan of fixed menus, and wanted my friends to enjoy all that Alma has to offer. We arrived at the restaurant, had fantastic ",cocktails," at the bar,  and were seated for a 7:30 reservation. . We were handed the fixed menu. When I asked the host where the regular men",osjWmpvboG2FxcFbZyglEA
"red.  For Latin food, I would've expected a little more spice/flavor, but it was all very tasty and the portions were decent.  The ",cocktails, were also very nice--I had the sangria and a blackberry capirhina.  Our waitress was pretty awful -- she looked really unhappy an,osjWmpvboG2FxcFbZyglEA
"h point!  So I'd probably be nice and give the food 3 stars, because it really was okay and even good with the hot sauce.  And the ",cocktails," were tasty, even though they were more punchy than boozy.  But.  Our service was interminably, inexcusably slow.  The restaurant ",osjWmpvboG2FxcFbZyglEA
definitely was not sufficient to fill 3 glasses (without ice) and didn't get even close to the 6 they advertise. Maybe their other ,cocktails, are better?,osjWmpvboG2FxcFbZyglEA
risp sugar snap peas. Just an entirely winning combination.   I would honestly come back for each individual item. Whether it be a ,cocktail," in their cute little side bar, aka ""Cantina,"" or devouring a tres leche dessert. You've won me over Alma and I most certainly wil",osjWmpvboG2FxcFbZyglEA
Everyone of my ,cocktails," were terrible. I dunno how I managed to spend $40 on 4 drinks? Every surface of this bar is sticky and disgusting. The walls were sticky, the floors, the railings... Good crowd but Awful DJ. Country bar with no country music.",oxig-TT9V2QttAvRqa5WNA
"little slow, and I was delivered the wrong drink- so it took about 30 minutes before I got the cocktail that I ordered.  For a $12 ",cocktail,", that isn't really acceptable. I was also surprised that you cannot reserve patio tables.   Again, no problems with the place, bu",OXrFWgoz533T8tMRemkiww
The most delicious pizza and the best ,cocktails, in the area!! Such friendly staff!! I've always had an amazing experience!!,OXrFWgoz533T8tMRemkiww
"d these days, they have a beer list with some interesting Italian ""birra artigianale"" selections. We wrapped up the evening with a ",cocktail," in the wine bar out back which is a neat little space with a bar, a seating area with a fireplace, and a decent sized dining area",OXrFWgoz533T8tMRemkiww
"rep and this kind of oven, which is to say it's perfect.    I especially recommend the patio out back if it's nice out.  Also, the ",cocktails," are shockingly good here. In particular, I'm a fan of the negroni because they chose Carpano Antica vermouth. There simply is no ",OXrFWgoz533T8tMRemkiww
"s Radio guy Steve Carroll stopped by to chat with the fans, and we each got 2 tickets for almost any drink we wanted, from beer to ",cocktails," to Pepsi items.  In addition, the fans got to pick 2 squares in the Road Crew SB Pool, to win autographed pucks and other Duck pr",P1a2WApEoMb65s14RmqV2g
"le, with a lemon, it was fine, the prices were reasonable. (Since I was driving anyway this was all probably for the best).  Maybe ",cocktails," and wine are more of their ""thing"" but I can't tell you.  Anyway, I like rooftops and I'm glad I went, but there are a few much b",P4lfCI0WSaVoA2VFdsZRiQ
 opened. You might think that they would let you into the waiting area.. nope.. So we stopped into Olive or Twist for a pre-dinner ,cocktail., Came back 45 minutes later... With no reservation we were told that we could go up stairs and sit anywhere on the hardwood floor.,P4lfCI0WSaVoA2VFdsZRiQ
" most items looked pretty darn good.  All said, its good eats in a vibrant atmosphere.  Just vibrant enough to squeeze in a second ",cocktail ,"before scurrying out the door.    So, if you're looking for a meal before a nearby show, I'd recommend this place in a second. If",P4lfCI0WSaVoA2VFdsZRiQ
"lace to eat.  First off, the place is very cool and the menu has some great options. I loved the appetizers and also liked the the ",cocktails.," My pork dish was pretty darn salty and the side dishes were also a little heavy on the sodium.  Overall, good place to eat downto",P4lfCI0WSaVoA2VFdsZRiQ
"climbing into the 90's on this day, it was hot by the end of our meal.  The set up of the cabana was also more conducive to having ",cocktails, than eating a full brunch as it was sans table or anything high enough to comfortably eat off of while sitting down.  Our group d,P4lfCI0WSaVoA2VFdsZRiQ
"e website (or I'm dumb and can't find it) - but whatever we had, it was delicious.  I believe it was marked as the house specialty ",cocktail.,"  I wasn't sure I'd like it because sometimes I'm a little iffy on whiskey, but it was actually fruity and delicious.  We both lov",pajvV_6xebKIE7GBh4Z1xA
ocks-american-brasserie-pittsburgh?select=jdVKRjnFD1_4xF_x-9OnIg#jdVKRjnFD1_4xF_x-9OnIg   The drinks:  My sister loved their Cosmo ,cocktail, but she said that it is not unusual since Pittsburgh has excellent bartenders.  My Chardonnay was not shabby either. http://www.y,pajvV_6xebKIE7GBh4Z1xA
ointed in the slightest. Huge selection of bourbon with a good amount of rye and scotch as well. The Braddock Smash is a fantastic ,cocktail., The lobby/lounge area that is shared with the hotel is really epic. Definitely one of the best spots in the city in terms of outr,pajvV_6xebKIE7GBh4Z1xA
" -- this is not your typical hotel restaurant. Everything was done right, great premium ingredients, oh and let's not forget those ",cocktails.,  Both the Prohibition Pear(Grey goose Le Poire / St Germaine / Lillet Blanc / Lime / Simple Syrup) and the Braddock Smash(Maker's,pajvV_6xebKIE7GBh4Z1xA
t of the plate but were good. My brother got basically the same plate but with chicken and some sort of white sauce instead of the ,cocktail, sauce mimic.  We spent 40 bucks including a 25% tip (me and my brother are in theater so we always tip well because so many waite,PBmMvDows5HWIqrEVvNfQQ
" out.  If you want to live it up Japanese style, start with a hot Sake, a plate of sashimi on a bed of seaweed salad, and a shrimp ",cocktail,", before getting started on the sushi, and take your time! They will make sushi to order for you, but most things you'd probably a",PdDpIGwBZoTYzOVasT-WuA
" my gluttonous side gets a hold of me.   $17 for a lunch jam-packed with huge sashimi slabs, plenty of maki and hand rolls, shrimp ",cocktail,", and ice cream.   Granted, this place won't win any culinary awards (and the cooked foods weren't exactly palatable).   But when ",PdDpIGwBZoTYzOVasT-WuA
was on them and it was plentiful. The flavor of the chicken was also good.   We didn't have drinks so I can't comment on that. The ,cocktails," looked large from what I saw at other tables.   Overall a good meal, and reasonably priced. I'll stick with my local place but Pa",pGwfOqNEL8FbMUFspJdAMA
en dip disappeared within minutes as it was better than any buffallo chicken dip any of us have had at a restaurant.  The seasonal ,cocktail ,"menu was also great- I had the rum spiced cider and a pumpkin pie cocktail.  To top it off, one of the people in our group has a ",pHDLRIG2Xu1_1mkGAbyEmw
ng a few quality beers by swamping them with a lengthy draft list. I would recommend Harris Grill for a casual beer with friends.  ,Cocktail,"s: The ""Gods Swill"" cocktail menu at Harris Grill features a nice balance of classic cocktail variations and a few house blends wit",pHDLRIG2Xu1_1mkGAbyEmw
"As a cocktail lover (more than a sports-bar fan), Harris' is by far my favorite bar in the area. I can't even count the amount of t",imes I'v,"e gone here with a group of girls and the waitresses have had to manage trays and trays of frozen cosmo's (which, like many have ",pHDLRIG2Xu1_1mkGAbyEmw
"The frozen cosmos and mimosas are great, especially on special during happy hour. They also have a great list of beers and other ",cocktails.,  The menu is a little creative but has mostly basic bar food. If salad is your thing you must get the one with beets and goat chee,pHDLRIG2Xu1_1mkGAbyEmw
"d a few good vegetarian options to boot. The hummus is good, and the vegetarian chili is incredible. The beer selection and unique ",cocktails,", while a bit expensive, are extensive. And leave room for dessert- the ice cream covered cookie thing is to die for, especially a",pHDLRIG2Xu1_1mkGAbyEmw
"inutes for our waitress to arrive, but she was pleasant and prompt. My favorite cocktail is a Gibson (basically a martini but with ",cocktail," onions instead of olives), and I was surprised that both the waitress and the bartender knew what it was! Most restaurants don't ",pHpOuNf02eMyhdCnvMQGhg
s difficult to enjoy yourself afterwards.  We started out with a few drinks and the fried zucchini. The drinks were pretty average ,cocktails,", which is ok by me. The fried zucchini were good - light and crispy breading. The breading lacked flavor, but they came with a yu",pHpOuNf02eMyhdCnvMQGhg
" chance, try the tandoori shrimp, mini-lamb chop, and pani poori. My favorite part of the wedding were the various stations during ",cocktail," hour. Taj provided a chaat station, dosa station, kabab station, and pain-puri station. Usher's staff were  professional and frie",pHSHm72bwR09Mt022CVvrw
e were not the only table left. We would have had another drink. Our bill was around $150 for four. I will say their gin and tonic ,cocktail, w/ St. Germaine is really good.,plHKBwA18aWeP-TG8DC96Q
"oyed the migas with burnt ends and the brisket the other day).  However, after a recent visit (and spending 11 bucks on an average ",cocktail,) my overall impression was much less enthusiastic as it had been in the past.  Reminder: It's cash only.,plHKBwA18aWeP-TG8DC96Q
Great atmosphere & food to match.  Limited ,cocktail," & beer list, but it's worth the trip for the food alone. Will return many times.",plHKBwA18aWeP-TG8DC96Q
"be any more rude. The older blonde lady is absolutely the meanest, rudest person. You walk people to their table...Check yourself. ",Cocktails, and beers are good. Good selection. Quite tasty. Food was ok. Average. Tako is way way way better. More flavor. More interesting ,plHKBwA18aWeP-TG8DC96Q
The menu was a little too quickly explained and after some time we ordered our food. For appetizers we ordered crabmeat and shrimp ,cocktail,", which were both good. Following those were our salads which had barely any lettuce leaves and were drenched in balsamic vinegar.",PNl8R1SmXXgGU2ThG0qVbg
 I hate when I go to restaurants and I feel like I'm in church.   Drinks: Gave our table a complimentary taste of a new Creamsicle ,cocktail ,"(OJ, pineapple, and whipped cream vodka). It was sweet but good, dangerously good. I was feeling like a girl so I got a cosmo and",PqBZ88vOqctCc0fRm2sXQg
"'m used to. It was pretty tangy, a little bitter, and wasn't very sweet at all. In terms of consistency, it was somewhat akin to a ",cocktail," sauce, and that's the best comparison I can make.   Sis, who's almost as fussy as Dad (I had to beg her to try the Miso soup), li",qAzOcHnWerREl678su-p0A
aly again I will order all the correctly cooked pasta and risotto to realize what I missed on this night.   Second star is for the ,cocktail, and sweet hostess whom I hope finds another job soon.,QbwJTaWoQjwABemmtGk9xg
 and the ambiance was awesome.  I highly recommend it.  Patricia our server did a wonderful job of welcoming us and explaining the ,cocktails,,qELIf4gzE_vlteu7pO7TZg
ken Salad as my entrée.  It was sooooo good.  Washing this all down with Vodka and soda on a warm summer evening made for the best ,cocktail," choice (and they have a generous pour I might add).  Even though this restaurant is not new, I had never been to it before the re",qIPQBPurlqbi07MmJ1kXTg
"e burgers are also consistently good, and we seem to really have great luck with fun and friendly servers.  So, stop in here for a ",cocktail," before the Buccos game, or catch some hockey on their bar TVs.  Either way, you'll have a great time.",qIPQBPurlqbi07MmJ1kXTg
"like from high school days.  Disco dances, private DJ parties, private events, on site catering.  Please do stop for a handcrafted ",cocktail,", they are truly an experience to be had.",QIXz6e0SZ4okLBFBsO79_Q
es you feel like being at the best house party in town. Bar prices are  a little higher but not too terrible ($8-$10 average for a ,cocktail,"). Even on a Friday night when the place is jam packed, service is quick, friendly and accurate. We've also eaten burgers and frie",QIXz6e0SZ4okLBFBsO79_Q
"This place has quality on lockdown. Atmosphere, flavor, service, craft food and craft ",cocktails.," You can't go wrong eating or drinking here.  Thanks for doing Pittsburgh right, Ace Hotel. We love you.",QIXz6e0SZ4okLBFBsO79_Q
Great ,cocktails,"! Refreshing, modern, laid-back atmosphere. I plan to visit the cafe in the daytime.",QIXz6e0SZ4okLBFBsO79_Q
"ly turned into a friendly party with other hotel guests and patrons. Not only did the room exceed our expectations, but so did the ",cocktails,", delicious room service breakfast, games and music in the gymnasium, and the service. Can't say enough about the service really. ",QIXz6e0SZ4okLBFBsO79_Q
"dly, knowledgable and our food was equally wonderful If you are going to a show ..check out the new menu and the honey crisp cider ",cocktail, !,QJS8r7COJYqVSzMGO8Us5g
"d enjoy a good, reasonably priced meal and a well poured drink. Don't like it? Go down the street to drink your perfectly measured ",cocktail,(that costs $3 more for a cheap pour) and eat your frozen chain food....,qjWiqyYCiEUnmb16TlDIyQ
"icket holder, I was excited to find a close bar with good food and draft beers. However, after a broken glass to the lap, terrible ",cocktail," sauce for my shrimp and a ""$3.50 seasonal draft special"" which did not include the only seasonal draft they had on tap, I will no",ql0AaBp68ckekxvWOF8xLA
ring more than enough for the three of us. All of the food was delicious and it arrived promptly. The real standout for me was the ,cocktails., I left totally raving about our drinks and raved about them to everyone in the concert. Alec was an incredible bartender and he m,QlSpPzc4Oy05ic-PsoYH4g
French fries are great and the poutine even better. Washing down the food with Western Pennsylvania beers or an interesting craft  ,cocktail, from the attentive staff smoothed out the evening. Good luck Streets. Keep your standards high. We need creativity and quality on,QlSpPzc4Oy05ic-PsoYH4g
e sort of croissant type? It was a bummer the sandwich didn't turn out better.   I'd totally be down to check out the bar side and ,cocktails," for another go-round. Maybe even a snack, but I'd definitely try something different next time.",QlSpPzc4Oy05ic-PsoYH4g
"lly, sweet potato paste, onion, cilantro chilies,on a roll with really good fries! Dish is from Cercadodelima, Lima. Had a bourbon ",cocktail, special from the board which was spot on. Can't wait to go back and try the other sandwiches.,QlSpPzc4Oy05ic-PsoYH4g
"ould enjoy it. When I came in, it was pretty early and there weren't very many people there. My girlfriend was late so I ordered a ",cocktail," and made some conversation with the bartender. She was super cool and the drinks were good.When my friend came, we decided to jus",QlSpPzc4Oy05ic-PsoYH4g
"week, but my first visit was enough for me. I arrived around 6:00 to meet with a group for happy hour, the plan being to talk over ",cocktail,"s and nibble on food. Should have made for an enjoyable time overall.  We placed our food order not long after most of us arrived, ",qME1CvFxSrhqE6-YGcp3Rw
This was a cool bar to grab a great margarita-esque drink and other similar cocktails on a night out. Bartenders were nice and I li,ked the ,"vibe, lighting, and decor of the restaurant. They have some different margarita flavors and an interesting assortment of fruit fla",qME1CvFxSrhqE6-YGcp3Rw
Casual place to get some ,cocktails,", beer or grub. Reminds me alot of Jack's Urban Eats in Sacramento.",qNSZpcyoF7OM6g49sAFUcQ
in this group! The turkey burger was declared flavorful.  Drinks were also good. We ordered the happy hour special- 2 for 1 social ,cocktails.," The ""social punch"" was fruity, not heavy on alcohol, and at half price, a great deal. Served in mason jars. Nice. Didn't have win",qNSZpcyoF7OM6g49sAFUcQ
"ith he vibe of he place but just not my expectation given the other superior offers within a mile of the place. Anyways, all In, a ",cocktail,", cup of chili, and two chicken breasts was $30.00. I'm not seeing the value of the experience and won't likely be back. It may wo",qNSZpcyoF7OM6g49sAFUcQ
