pre,term,post,business_id
"flavorful, and in bigger strips.  I can't say that I was very impressed with their self-proclaimed 'famous' hummous. No garlic, no ",lemon,", no olive oil flavors at all. Just chick peas and tahini, that's all that could be tasted, and it was a BIG plate of it.  The pit",klls1rEfABAUtO8J0YXSGQ
ff with appetizers and then didn't stop for a long time.   Appetizers:  Hummus: A creamy blend of chickpeas puréed with tahini and ,lemon," juice, drizzled with extra virgin olive oil: Yummy! AND Yelp gave me a coupon for a free small order. Let me tell you, that small",klls1rEfABAUtO8J0YXSGQ
 of mine decided to get me a round of birthday shots and was harassed by the bar manager for having the nerve to ask him to make 4 ,lemon," drops. He finally relented after talking about what a hassle it was as she stood by, and then proceeded to charge her 7 dollars p",KqZRO_ZdCQ40fGrMsUow7Q
" the first serving all I could taste was Basil and Bottom Shelf Vodka. The second time, it was just a sour glass of Ginger Ale and ",Lemon., The Deuce's Wild Mint Lemonade was like drinking a Gin Martini with a splash of Lemon.  The Bartenders are more interested in the,K-SsrPH0nFExdpLrTo1X1w
"ually ended up being the quinoa salad.  It consisted of red quinoa, green/red/yellow bell peppers, pineapple and surprisingly some ",lemon, juice which added the perfect amount of acidity to make the salad really enjoyable.  The bottom line for me is that I would head ,K-SsrPH0nFExdpLrTo1X1w
ouda cheese is a good choice.   There seemed to be several customer service issues on our last visit: no bacon on my burger and no ,lemons, with our water - despite asking for both. They were kind enough to try to fix things though.   Definitely recommend this place bu,K-SsrPH0nFExdpLrTo1X1w
" chicken is tender, the frozen fries are crisp. But, there are to many other places that offer the same exact ingredients. Yes the ",lemon, pepper season is welcomed but you can literally get the same at hooks in Mt Oliver ... At a cheaper rate,_KuufwYUWh0dha08LoCVnA
"eggplant with bell peppers and zucchini, pretty regular summer lunch pick on a sunny day!  Gelati: huge fan of death by chocolate, ",lemon," sorbetto, cherry bourdeaux, and dark chocolate straciatella",kwMJ4KfhEcrk9jiMe-S6wQ
d the Bianca pizza. Everything is delicious- the balsamic glaze on the caprese is so good! So fresh!  We usually end with a little ,lemon, galato to cleanse the palette!! Love this place!,kwMJ4KfhEcrk9jiMe-S6wQ
"texture and the flavour punch of gelato better compared to its sister, ice cream. Some of my favourite flavours at Mercurio's are: ",lemon," basil, chocolate hazelnut (Nutella), raspberry chocolate chip, and the dark stracciatella. Seriously, you can never go wrong with",kwMJ4KfhEcrk9jiMe-S6wQ
"y be back for more.  FYI, last time I ordered the pizza topped with arugula (my favorite pizza topping ever) and finished with the ",Lemon, Basil gelato.  Yum.,kwMJ4KfhEcrk9jiMe-S6wQ
"y (too much sauce??) and limp, and nothing actually stayed on the pizza (it all just fell right off). The salad was also okay (the ",lemon," zest was a nice touch), but it was pretty uninspired. Just a bunch of arugula and maybe 1/2 a mushroom cap...that's it.  If I wer",kwMJ4KfhEcrk9jiMe-S6wQ
"astic, but they all appeal to different types of cravings. For example, if you want something fruity and light, go with coconut or ",lemon.," But, if you really need something rich, go with cappuccino, stracciatella, or any chocolate flavors.  I am so glad I live near Me",kwMJ4KfhEcrk9jiMe-S6wQ
"Coconut Cream Pie, Cookies n Cream, Dark Chocolate Stracciatella, Death By Chocolate, Fior di Latte, Gianduia, Hazelnut, Key Lime, ",Lemon," Sorbetto, Mango, Mint Chocolate Chunk, Mulberry Cream w/ Chocolate Chunks, Peanut Butter Cup, Pistachio, Raspberry & Truffles, St",kwMJ4KfhEcrk9jiMe-S6wQ
o Austin Texas.. this was the icing on the cake! Greens and beans- fantastic. I ordered the Chilean sea bass over pasta in a light ,lemon, cream sauce with mushrooms. Delicate and delicious! My date ordered the crab cake special and we got a side of meatballs to try. ,kzbH1_l7VTSfFFcwTqY6vA
"egetarians, and meat-eaters. I'm vegan, and my boyfriend is an omnivore. We both love eating here. My favorite entree is the Lucky ",Lemon," Grass which has soy chicken with lots of flavor and a crispy coating. I've also had these items, and they were also very good: Lo",L0d7r2zvjIaGCaj8fxJFRA
"Service is so friendly :) my favorites are the wonton soup, lucky ",lemon," grass, and grilled sensation. All the appetizers are good. I've eaten here probably about 40 times by now. The bubble tea drinks here are superb! Don't be discouraged by the fact that it's all ",L0d7r2zvjIaGCaj8fxJFRA
"u, Thai, Chinese, broccoli cheddar soup, carrot cake, the most delicious salad dressing, fresh fruit, and just so many dishes. The ",lemon," grass chicken nuggets were incredible.  While there, I briefly contemplated driving to Pittsburgh for lunch every Saturday.  Whil",L0d7r2zvjIaGCaj8fxJFRA
"Great vegan food, the ",lemon," grass chicken has AMAZING flavor and good texture. The wonton soup was also spicy and delicious. Can't wait to go back. They do not serve alcohol. The boba drinks looked great but didn't try any. The dishes are about $10 or more each, so",L0d7r2zvjIaGCaj8fxJFRA
" to order one of the 3 fried ones. It was fine but I was not really interested in anything fried. On to the main course, I ordered ",Lemon, Grass which was a spicy soy chicken on a bed of lettuce surrounded by cucumbers and tomatoes with a peanut sauce to dip into. My ,L0d7r2zvjIaGCaj8fxJFRA
I go there every time I'm in town and have the time. I love the spring rolls and usually get the ,lemon," grass chicken. It is some of my favorite vegan food I have ever had. Try the desert as well, it is delicious.",L0d7r2zvjIaGCaj8fxJFRA
nd 3rd of the month) for the buffett.  This way you can try a little bit of everything and see what you like.  My favorite was the ,lemon, grass.  Not sure what that is exactly but I went back another time just for this item.  Next time I'm back in Robinson I will be ,L0d7r2zvjIaGCaj8fxJFRA
" first arrived and we loved it so much, we came back on our way back to the airport.  We ordered the egg roll, the wonton app, the ",lemon," grass chicken, the bbq rice dish and the mix veggie dish.  It was so good, there was no food left over!  I'm so happy to know the",L0d7r2zvjIaGCaj8fxJFRA
since this lunch was all about trying new things we both went with soy chicken meals. She got the Tangy Orange and I got the Lucky ,Lemon, Grass. One thing on the menu we both felt was a pretty safe bet was the rolls they had for appetizers. We both agreed that the Lo,L0d7r2zvjIaGCaj8fxJFRA
s definitely a challenge- loving hut did great! I couldn't tell you what I ordered but I tell you this- I wanted more! It was like ,lemon, peppered imitation chicken.   This food is more than likely real good for you! It's low calorie and delicious which I love!    Th,L0d7r2zvjIaGCaj8fxJFRA
 day Saturday buffet will even satisfy your meat-loving friends. I always go hungry and leave stuffed to the gills. My fave is the ,lemon," grass ""chicken"", crunchy and fried to a golden perfection, you can't go wrong with pilling it on your plate.  The buffet also off",L0d7r2zvjIaGCaj8fxJFRA
"ting the drinks only, I don't think I had a good sample size of food to rate. Drinks were amazing. My wife had the French 120, gin ",lemon," grapefruit-tarragon and sparkling wine, I had the East Liberty and Gimlet. Bon Appetit rated the pastrami sandwich #2 in America.",l1JDX-o0wCLykuh78R8Kng
"ntation was good, and taste was good; rhubarb pie deconstruction - it seemed like the restaurant tried to copy 'oops i dropped the ",lemon," tart,' but the composition and the balance of flavors was not there  Experience: 3.5/5 Our overall dining experience lasted for t",l1JDX-o0wCLykuh78R8Kng
sampling a bunch of desserts since some of us still had room in our stomachs. Easily the best part of the meal! I'm partial to the ,lemon," mousse as it reminded me a lot of the lemon tart at la gourmandine.   Overall great atmosphere, excellent service, and good varie",l1JDX-o0wCLykuh78R8Kng
"eaks and man were they ever big. Apparently this place orders whole cows in and cuts their own steaks.  Desert was good, I had the ",lemon," cream or mouse or I forget exactly but it was quite nice. Had an espresso to go with it and... it too was not warm enough, now I ",l1JDX-o0wCLykuh78R8Kng
"kable sugar crust, the parsnip bread served with honey and jam (dark, earthy, sweet), the out-of-this-world blueberry pancake with ",lemon," creme fraiche (a single plate-sized, pillowy, thing), and whatever their donut special is. I also love their sandwiches--especial",l1JDX-o0wCLykuh78R8Kng
d with the original flooring. But that's a minor point.   We ordered two items off the specials menu: donuts with a cherry jam and ,lemon(,"?) cream, and a plate that had pancakes, pork belly, and eggs; and one item off of the regular menu: the Whitfield, which is esse",l1JDX-o0wCLykuh78R8Kng
 with its flavors.   Their add-on hot sauce is real hot! And Cilantro pesto is very succulent chicken pieces in warm cilantro. The ,lemon, garnished salad gives a tangy taste. All come together in 1 platter for $12. You can order wine with it.  Credit cards accepted.,l6ZrDTwUHZebCG3C9Va3Dw
"own in the sweet, milky, lightly acidic pool of brown gravy that held whole roasted peanuts coconut, star anise, cloves, cinnamon, ",lemon," grass, kaffir lime leaves, shallots, and garlic. As I spooned the sweet, meaty brew onto the fluffy mounds of white rice, I was o",L8IxNYtrSkItLbsH7giFIQ
"ticular mention, was the perfectly prepared crispy Prosciutto Wrapped Mozzarello with Vine Ripe Tomatoes. The Grilled Asparagus in ",Lemon, Oil and the Scalloped Potatoes were delicate and brought to the table in a wonderful presentation. The filet mignon was a perfect,L95ppCbcWAt4LUWrCiEvPg
awesome!  A tomato base with a HUGE piece of lobster in the bottom.  NICE surprise!  For the main course I ordered the scallops in ,lemon, sauce instead of butter and sauteed greens.  It was a fantastic choice because it tasted yummy and was on the healthy side.  The ,L95ppCbcWAt4LUWrCiEvPg
"Here is the BEST thing I just realized about Gio's- they deliver Coffee, cappuccino, latte, mocha, chai, tea, pop, lemon aid, and o",ther d,rinks using electronic apps with a minimum order of $10.  Hallelujah! It's an answer to wishes that I've had for years now! I ca,ldGnkfXjRNAxRP9cizgr0Q
"Shot Bob's was not either of these cases.  We did a delivery order. Ordered the Steel City (ranch, mild buffalo, parmesan cheese), ",lemon," pepper and garlic butter parm. All three were tasty, seasoned right and (my favorite!) crunchy. I prefer wings that are not bread",LH9YFarEKe_ByAl6xeeegQ
" finger licking good. They have a special here, I thinks it 6 orders of wings and a 2 liter for 21.00, or something like that. The ",lemon," pepper parm or a second favorite. Lemon juice, peppercorn and parmesan.  The flavor combinations are very creative, and orginal. ",LH9YFarEKe_ByAl6xeeegQ
One of the best kept secrets in Pittsburgh. Fantastic spices and flavors to all the dishes. Highly recommend the ,lemon, cilantro hummus and lamb shank. Reservations are a must. BYOB.,L_ibZRB6OAQCnQuA3jluyQ
"and lighting definitely take you away from Pgh.  Chef Khila even came out to ask us about our meal, and give us tips on preserving ",lemons," and finding Moroccan spices in the Strip.  The food was absolutely delicious and fulfilling.  I'm not easily satiated, so a veget",L_ibZRB6OAQCnQuA3jluyQ
 place- I counted 28 seats. I love the open kitchen and watching the chef prepare my meal.  We started with the hummus of the day- ,lemon, and cilantro. The presentation was beautiful but the flavors were a little over powering. The cilantro definitely took over the d,L_ibZRB6OAQCnQuA3jluyQ
"ion, it doesn't need one!   We started with the appetizer platter which included hummus, roasted peppers, and eggplant. We had the ",lemon," cilantro hummus, and it was great topped with the peppers and eggplant. I must also sing the praises of their pitas, I could have",L_ibZRB6OAQCnQuA3jluyQ
" tagine which came inside the traditional earthenware pot.  It consisted of Saffron and ginger marinated chicken breast, preserved ",lemons,", cured olives, tumeric reduction, and potatoes.  As the pot was opened I got a full aroma of everything inside and it smelled goo",L_ibZRB6OAQCnQuA3jluyQ
"ne--just some filling and unique sandwiches.  During our visit, an old lady was selling pastries behind the counter, so I bought a ",lemon," one, and it was delicious!  (This isn't part of Primanti's regular offerings, though--she may have been a friend of the owners.) ",lKom12WnYEjH5FFemK3M1Q
le in the place.  Dark haired waitress looks at us like we just crapped on the floor.   I take a sip from my drink and look at the ,lemon, and notice it is covered in dirt.  As blonde waitress plops down soggy fries to two people in our party I nicely inform her about,lKom12WnYEjH5FFemK3M1Q
"s at Primanti Brothers, I knew I just had to try them. French fries IN the sandwich you say?!?  I'm the gal that rejoiced when Liz ",Lemon," gives the golden advice to put potato chips in your sandwiches. ""Finally,"" I thought. ""Someone gets me!"" With that in mind, the b",lKom12WnYEjH5FFemK3M1Q
er I'd be sitting at the bar.  It only took Joella a couple minutes to come over and offer me a drink.  I opted for ice water with ,lemon.,  She handed me a menu and gave me a few minutes to decide on lunch.  She noticed the menu closed and sitting on the bar and came ,lMx29wnA8FxJMcDoME_VoQ
"his style of drink without all of the added sugar and fake juices. The Ishmael is: VIRGIN ISLANDS RUM, CLOVE-INFUSED JAMAICAN RUM, ",LEMON,", FIG, GUAVA, ALMOND EXTRACT, MINT. The clove is very strong. It isn't too much, but it is definitely what you taste the most. I h",lPcKVCwnnx54lJR5BXFbKQ
" in snowy Pittsburgh.  Drinks: Allegheny Rum Punch: Maggie's Farm rum, Wiggle Landlocked honey spirit, Boyd & Blair Stonewall Rum, ",lemon,", demerara, black tea, mint, peach bitters.   This was my favorite drink of the night. I love tea and this was just sweet enough f",lPcKVCwnnx54lJR5BXFbKQ
 on the patio. The view is perfect. The service was fast and friendly! I recommend Andrew highly. Grabbed the New York strip and a ,lemon, shandy beer. Will be coming back.,lpxj6LFir23Ds6swW8a6fg
by the end of it and would come back again.   Everyone but me tried their beer selection and reported good things. I'm generally a ,lemon, water gal so the beer selection did not affect me. This joint reminded me a lot of the Old Fashioned from Madison but without the,LQFmktF43j2NPncKdNd9mg
"y-sized bowl which was delish! I also got a bloody mary which was one of the better ones I have had( all the works celery, olives, ",lemons,", limes).  Bro got a grilled chicken salad which was a perfect 'man's salad' covered in cheese, french fries, and roasted potatoes",LQFmktF43j2NPncKdNd9mg
table salad.  The dressing on the salad was amazing.  It reminded me of a mixture between a not so garlicky tsasiski sauce/ mint / ,lemon, juice.  It was so good that I actually dipped my lamb in it.  The lamb shank was a little fatty but delicious none the less.  The,lTxZFiWEd2NNF4Eh7_mlRg
"off.  It was smooth, and tasty, delicious.  I am really used to hummus that is just a bit grainy, and  has a pronounced tahini and ",lemon," flavor.  usually just on this side of bitter.  I mean, I like hummus, but I always assumed it was supposed to taste a little bitt",lTxZFiWEd2NNF4Eh7_mlRg
 of these staples and continue to try new items! Another favorite: the house dressing; it's a yogurty sauce spiced with garlic and ,lemon," juice- maybe their house tahini?  Whatever the ingredients, this tangy  concoction is amazing!  The restaurant itself is small, a",lTxZFiWEd2NNF4Eh7_mlRg
"ound and a tad on the  mushy side.  The really awful ones I had were super mushy and unedible.  These were still good, had an okay ",lemon," flavor, but they were served warm and I felt like they may not have been marinated long enough.  Not impressed  I also ordered th",lTxZFiWEd2NNF4Eh7_mlRg
"ittle more towards traditional lebanese cue in Tabbouleh, it either usually has too much parsley or too little, not enough mint or ",lemon.,"  The hummus is just ok i know its one of those things, you like it or you don't I don't mind salty hummus but just a tad more gar",lTxZFiWEd2NNF4Eh7_mlRg
"re rib has to be one of the worst I've had.  Crab legs were decent but a new batch takes too long to come out.  Plus, there was no ",lemon," anywhere to make my dipping sauce for the crab legs.  The calzones in the Italian section was good.  Pasta looked awful.  Sushi, ",Lyn5sYu1rfxdmntbaOoZJg
t. The chicken was tender but it tasted like you were eating a mouth full of cheese. I love cheese but this was too much. I used a ,lemon, wedge from my tea to squeeze on the chicken to give it a brightness.  I tried the pork chops and they were cooked perfectly. If y,m1IqfCdWw0Yd1euC8cZgSA
"essed by their mucver, a tasty, chewy fritter/pancake made with fresh zucchini, flour, & egg--great texture with a bright touch of ",lemon," and complemented by the delicious homemade yogurt dip.  Vegetarian options are slim (it is, after all, primarily a kebab place) b",M1SUyz8KGdVnntu0wty4lw
meal instead of the scallops.  After only a short wait our food was delivered.  My chicken piccata was solid with a nice semi tart ,lemon, sauce with capers and mushrooms.  The pasta (penne) that I received was ok as well but it was nothing special. Even though I did ,M49CwslHLTt9verCZhWxrg
"bulous - I can't even explain it.  I had the spots.  There were three pieces of fish, making for a fairly sized portion.  It had a ",lemon," beurre blanc sauce, which was really tasty. Unfortunately there was barely a drizzle of it.  The vegetable of the day was a zucch",M49CwslHLTt9verCZhWxrg
" shreds of carrot, two thin purple onions rings, half a wrinkled grape tomato and five (yes, I counted them) garbanzo beans.    My ",lemon," chicken with peppers consisted of two tiny, thin pan sauteed chicken breasts topped with what I actually believe were warmed, jar",M49CwslHLTt9verCZhWxrg
"  Finally after we had all finished off our entrees the dessert portion came.  It had on it a chocolate avocado and banana mousse, ",lemon, and raspberry tart and coconut zucchini spice cake.  This was easily the best part of the meal as all of the desserts were good i,M70Jr9yUWCDfoTsZS3uq7A
" fast. I asked them to make my favorite smoothie and the chef was glad to oblige. I call it the Monkey Shine - Spinach, Banana and ",Lemon., You gotta try it especially if you are in need of a jolt of energy.,M70Jr9yUWCDfoTsZS3uq7A
and Eden mole with tempeh.  the raw dishes were delicious (beet ravioli with almond cheese topped with a basil pesto and raspberry ,lemon," ""cheesecake"" were our favorite), but if you plan to order the sampler for dinner, prepare to order more dishes since the overall ",M70Jr9yUWCDfoTsZS3uq7A
"le for dinner.  In regards to the cocktails. Between the four of us 2e tried the Manhattan, the Negroni and a cocktail of bourbon, ",lemon," and an ipa. The Negronis were top not. I enjoyed my Manhattan, though I do hope they expand their cocktail menu on our next visit",mc5Ha4QyQZvU7fzr-ubhhw
", I also don't have any compliments. I ordered the breakfast sandwich and the hubby ordered a turkey bacon sandwich. We also got a ",lemon," blueberry scone. The sandwiches were okay, nothing I couldn't make at home and the scone was just alright.   Everything was just ",mdKSq2mfp1M8tfbjmbyv4Q
"sted like straight sour cream to me, with similar texture. It wasn't bad, but I prefer something a little mote delicate, with some ",lemon,", cucumber, and a bit of yogurt tang. Overall, pretty freaking tasty.   Lesvos - also pretty good ( and same price BTW), but just ",mEOVr6mU6RSGqYtLzqf6RQ
The food is good but the service can be a little slow.  I really enjoy the ,lemon, ricotta pancakes if you can catch them on the menu when you go.  Great casual and inexpensive option for breakfast.,mIVfDS47YwXjDjXVxAoZVg
"ielle, greeted us immediately and took good care of us while we were there.  I can't complain about the service at all.  I got the ",lemon, ricotta pancakes with blueberry syrup.  I tasted neither lemon nor ricotta in the pancakes and the blueberry syrup tasted bitter ,mIVfDS47YwXjDjXVxAoZVg
"equila blanco, benedictine, cinnamon, apricot, lime) and it wasn't bad, but it was really weak. My friend agreed that her Rosemary ",Lemon," Drop (vodka, limoncello, lemon, rosemary) was weak too.   For my entree, I chose the linguini with mussels. It was good and there",mJ_ucQ2_3hfTsmCcKb-hgw
"but these were fabulous.  My date had the Chicken Picatta, which was prepared with crimini mushroom, fried red skin potato, caper, ",lemon,", and parsley.  Excellent.  Also, I got a mozzarella stuffed meatball that was very tasty.  Lovely outdoor dining that spills out ",mJ_ucQ2_3hfTsmCcKb-hgw
ky about drinks.  The ginger beer drink was perfectly presented in a copper mug. They infuse their own syrups or ginger beer.  The ,lemon, drop rosemary martini was next to my favorite.  The cucumber lavender was as drinkable as kool aid  the exotic tequila and carrot,mJ_ucQ2_3hfTsmCcKb-hgw
"itely not high on the list of the best - it was too small, not that fantastic of a flavor.  However, it was served with an awesome ",lemon," and basil sauce that complimented it well.  The mushroom brushetta had fresh tomatoes, a pile of arugula and interesting mushroom",mJ_ucQ2_3hfTsmCcKb-hgw
"red the special of cod, which ended up being too mild in taste. For dessert the cannoli could have used yummier chocolate chip and ",lemon, filling. The zeppole tasted dry and could have used more chocolate on top. Our waiter was nice. Our dishes came out at a good spe,mJ_ucQ2_3hfTsmCcKb-hgw
"e food,[citation needed] and is a speciality of southwestern France.)  My friends received two greasy chicken legs with a slice of ",lemon," in top. When my friends explained that they didn't realize it would be a ""chicken leg piccata"", and after back and forth with the",mJ_ucQ2_3hfTsmCcKb-hgw
bbed two seats at the bar and perused the menu. My boyfriend ordered a Sangria (he was not impressed) however I drank the Rosemary ,Lemon, Drop (he loved that though) and the first one I had was good but the second one (made by a different bartender) was hands-down 10,mJ_ucQ2_3hfTsmCcKb-hgw
he swordfish entree was both visually appealing and an absolute delight. A precise mix of saltiness with the slight acidity of the ,lemon,", combined with the wine reduction sauce was perfectly married together. I would definitely recommend this place to anyone visitin",mJ_ucQ2_3hfTsmCcKb-hgw
" Toast.  The fries came out first and were on top of a bed of roasted squash purée and came topped with lentils, goat cheese and a ",lemon, aioli.  Much like my previous visit the fries themselves were cooked perfectly and really great.  All of the toppings on it were ,MKYcOZSpMwJK7uwacK13EA
"y chicken skin he provided was delicious. In addition, I ordered a side of loaded fries with roasted squash, lentils, goat cheese, ",lemon," aioli and herbs. I couldn't pin point the squash though, but tasted the aioli and it suited the dish well.   Provision is definit",MKYcOZSpMwJK7uwacK13EA
"erries, and my friend asked for a drink with one. She explained she liked St. Germaine, etc., and he came up with a drink that had ",lemon," juice, Bols Genever, St. Germaine, orange bitters and a luxardo cherry. Killer.  We'd planned to go to the Mattress Factory and t",MKYcOZSpMwJK7uwacK13EA
"ants. Not so with the current crowd at Smallman Galley.  My top single food item is the Provision fries. They come with lentils, a ",lemon," aioli, goat cheese and pickled shallots. They are so good. Even the plain fries are delicious!  My favorite restaurant overall is",MKYcOZSpMwJK7uwacK13EA
letely incomprehensible drink while you wait for a friend?  TAKE ALL MY MONEY!  It was really good.  Served in a tall glass with a ,lemon," garnish, I sat and drank my fancy unpronouncably ingrediented drink in suave sophistication.  I texted a picture to my friend.  """,MKYcOZSpMwJK7uwacK13EA
"ovision lured me in with their Roasted Beets, because I'd never had anything like that before. Slabs of beets sitting in preserved ",lemon," jam, a pile of crisp watercress sprinkled with crunchy quinoa granola, and roasted mushrooms and cashews tossed over the whole me",MKYcOZSpMwJK7uwacK13EA
"y with some TLJ- tender love and juice that is! I ordered the ""After Party"" juice drink, how else could I pass up the apple, beet, ",lemon,", and jalapeno combination?! Woo... how does one explain this drink? You just have to get it. There that's my description... no re",mnI_n7A8sxgOSmtgI3wzQQ
,Lemon, grass beef stew with potatoes is amazing!!!,MNmQ1s-zdjEgm3bdRs7iEw
light lunch.  I had lemon-ginger tea for my first selection and the Valentine's Day tea (chocolate with roses) for my second.  The ,lemon," ginger was nice, but lacked the tartness from the lemon and the zing from the ginger that I've experienced with other lemon-ginge",M-uo9HTEJEx7cS0eCsQyUg
"d perfectly and topped with yummy berries and granola. Yum, yum. After we were finished with our main course we were given a small ",lemon," bar for dessert. The tartness of the lemon was a great way to finish our meal. Overall, it was a delicious experience in a beauti",M-uo9HTEJEx7cS0eCsQyUg
e started with a small bowl of fruit followed by the pastry selections-these are always fresh and made in house.  This time it was ,lemon, poppy seed bread and cranberry muffins. They were both absolutely scrumptious and I was wanting more as you only get a small samp,M-uo9HTEJEx7cS0eCsQyUg
" last tier was the desserts.  Forgive me for not being accurate enough, but there was a delicious chocolate piece, cheesecake with ",lemon," curd and blueberries.  Loved the chocolate, but I like my cheesecake plain.  While it was good it wasn't life changing.  BUT, the",M-uo9HTEJEx7cS0eCsQyUg
"quin's recommendation and it in itself came in 3 parts: 1)Pork belly atop a Celeriac Puree with quail egg, parma prosciutto, and a ",lemon," demi-glace. 2)Pork butt braised in Blackstrap Stout on sourdough French Toast with bacon, Granny Smith Apples, and Chevre. 3) Cin",Mv7N0bU56dhtoDP-m2JOow
"e twice and had outstanding meals. Randing from mixed grills, flat breads, beet salads, delightful seared tuna and yummy desserts (",Lemon, Cheesecake w/Earl Gray Meringue!).   The staff is friendly and well informed.   Random perk: One of the lovely wait staff members,Mv7N0bU56dhtoDP-m2JOow
en Virginia oysters. Delicious! The oysters were sweet and tasted as if they were bathed in purified water. Even with a squeeze of ,lemon," they didn't lose their ocean flavor and pungency.   For an appetizer we enjoyed their fried calamari ""Fritto"" that is served with",mZYKqiK-9fzifbFbeEbP1w
"s with McCormick and Schmicks. My first ever time there the waiter was charming, funny and attentive he brought me extra breakdand ",lemon," wedges upon request. The sauce that the garlic mussels in was so good I had to finish all of it, long after the mussels where gon",mZYKqiK-9fzifbFbeEbP1w
"t was only me, I took a seat at the bar. The bartender came over unrushed, but promptly and handed me my customary water with many ",lemons.," It's still a workday so I was disappointed I didn't think to glance to a drink menu, despite a really attractive, well stocked ba",NAeUcNL3Uk73Cp5iC25TMg
e options were fun and creative. Ravioli special was fresh and delicious. Crab cake had jumbo crab meat.....very impressive. Myers ,lemon, soufflé was creative.,NAeUcNL3Uk73Cp5iC25TMg
"urant, Nine on Nine, does a far better job with risotto....like I said, TOD is just finding their sea legs.   Speaking of sea, the ",lemon," sole was the hit of the meal! Beautiful presentation with two big, beautiful shrimp perched atop beautiful lemon sole, perched at",NAeUcNL3Uk73Cp5iC25TMg
"s like it would be good, but I wasn't in to the texture of the eggplant and it had too much sauce for my liking.   We also got the ",lemon," sole entree which was yum, yum, yum. The fish was cooked perfectly and the seasoning was light, not overpowering and the potatoes",NAeUcNL3Uk73Cp5iC25TMg
" farm fresh.  More like Giant Eagle ""fresh.""  Good tomatoes NEED to be in a Caprese Salad if you're offering it!    We ordered the ",Lemon, Sole w/ Shrimp entree that was served on top of mashed potatoes.  This was excellent.  The fish was perfectly cooked and you coul,NAeUcNL3Uk73Cp5iC25TMg
I just got the ,Lemon, Chicken Orzo soup and it was really awful. There was barely anything in it and the broth tasted like water. The one piece of chicken I got in it was so gross looking I had to take it out and throw away (it was attached to a string of purple wei,NBeX33C2lB6KMqpbSueHjw
 For dessert I settled for a cupcake from Eliza's oven. Please note that if you check in there you save 50% off a cupcake. I had a ,lemon, one with filling-small but just enough! I purchased some her home baked cookies for my son. I asked about purchasing her signatur,nc5uuDeM3EA9WJycGDeg1w
"ocktail and Sean, the best bartender I know, really knows his stuff.  He can make any and everything!  My personal favorite is his ",Lemon, Drop Martini...it's to die for (check out the picture).  They have an excellent wine selection too.    In a nutshell: The decor i,NcNzTKVatkbRkD_G8A891A
"r cocktails though. I had the blood orange margarita, which had the perfect amount of jalapeno essence. The rye whiskey drink with ",lemon," was one of the best cocktails I've had in a while (can't remember what it's called sorry), but dear god, try it.",NgYQvMLzs2lbvQGX4cMWIg
"vers taco which was served on a flour tortilla with shredded cabbage, perfectly season and flavored fried chicken livers, bacon,,, ",lemon, garlic aioli and guava (although the guava was barely noticeable).  This was $5 and was a nice portion of my first chicken liver ,NgYQvMLzs2lbvQGX4cMWIg
"r of the show for sure. Yum... mouth watering thinking about it right now....  Basil Gin-tini: Fresh muddled basil, fresh squeezed ",lemon,", gin, st. germaine.  Not as good as the special tonic. It also did not have a very strong tang of the basil. Usually when you put",nkDSE-yhvLX4ij5fSzvb5Q
"onic I've had in town, and the most respectable mojito I've had yet in Pittsburgh.  My wife loves the martini menu, especially the ",lemon," drops. There's also a drink called the ""Buzz Lightyear"":  buzz lightyear  stoli strawberry, triple sec & tang  Gotta respect any ",nkDSE-yhvLX4ij5fSzvb5Q
My BFF swears by the Lemon Drop Martini at Tonic. He made it a point to take me here on my last visit to Pittsburgh. I did have a t,aste ,of his Lemon Drop martini and it was phenomenal! They make the lemon juice fresh for each martini. It's the Goldie Locks of sweet,nkDSE-yhvLX4ij5fSzvb5Q
r stood up stately with a steak knife right through it. For my side I opted for a salad and asked for a light dressing which was a ,lemon, based vinaigrette. I liked that they didn't skimp on the portions. They were ample and left me feeling quite satisfied. Give 'em ,nkDSE-yhvLX4ij5fSzvb5Q
" like a fast food restaurant. All fresh ingredients, only uses the ones in season. I had the fruit nectar (apple, banana, pear and ",lemon,", $4.50 in a 22ish oz glass) which was wonderful!",NN0d_nZ7dX9pS67q4pHbFg
"ever was rude or insane. This little cafe is warm, limpid and comfortable for a lazy morning. Specially recommend freshly squeezed ",lemon, juice,NN0d_nZ7dX9pS67q4pHbFg
n I was greeted by a friendly host and bartender. Ate at the bar and enjoyed the game. Had the veal parm which was spectacular and ,lemon, dessert that finished the meal off perfect. Thank you.,No7l4LinY1tu-bCL97qi1A
ch with shoestring fries. I was quite impressed because it was almost entirely crab! I wish I could remember what my husband had a ,lemon, chicken dish and loved it. I ordered a shiraz that was ok... I wish they had more wines by the glass as I am a little snobby when,No7l4LinY1tu-bCL97qi1A
Great beer selection and even better pizza! Don't leave without trying the bacon candy. Loved my arugula salad with ,lemon," shallot vinaigrette and our order of chips and onion dip! Not a huge fan of the seating options (too close together), but lucked out with a sol",NoF90rswXBHESSyDaWeKKA
"tter than the carnivore. The ocean had clams, shrimp, and possibly scallops with a garlic paste and fontina cheese... Some type of ",lemon," aioli was in it, and who knows what else because it was so delicious, I stopped tasting for awhile. The meat on the other pie was",NoF90rswXBHESSyDaWeKKA
