pre,term,post,business_id
"Weirdly, this time the fried rice was great! I got the ",basil," fried rice, and when I opened it, my heart sank a bit because it didn't have that nice browned look to it, but it was actually pretty good! I like pleasant surprises.  Also got singapore-style noodles and",oaTbZh8B-IVFEwbzJcIOBg
"ever thought I'd say that about a pumpkin curry, but it's true! It's now one of my favorite dishes.  The stir fries -i.e. eggplant ",basil,", basil leaves- are both awesome as well. We've tried almost all the apps and sometimes I dream about going and just ordering all ",OjXXfBcsaGMcXJ5In6pJcQ
"I really used to like Thai gourmet, however after my latest takeout, I feel as if the quality has diminished. I ordered spicy basil", with, chicken and it was just chunks of chicken with some onions and a few peppers thrown in. I expected many more vegetables as was t,OjXXfBcsaGMcXJ5In6pJcQ
I ordered my favorite Thai ,Basil, Fried Rice and it was a disappointment. It was too hot (spicy) for a 3 and the rice was not fried completely; there were still globs of white rice coated with the seasoning.,OjXXfBcsaGMcXJ5In6pJcQ
" and hot patties of whitefish, chili and green bean fried to perfection. Fresh rolls are fresh egg roll wrappers filled with rice, ",basil,", carrot, and your choice of shrimp or tofu...both worth trying with the wonderful dipping sauce. The array of curries is excellen",OjXXfBcsaGMcXJ5In6pJcQ
"dn't expect much for Asian food in Pittsburgh, but this place really impressed me. We got the green curry chicken, red curry beef, ",basil," chicken, basil fried rice, and pad kee mao. For the most part, everything was good! And cheap too! In my experience, Thai food is",OjXXfBcsaGMcXJ5In6pJcQ
"at, and the family running the place is about the nicest people around. My favorite dishes include the lotus salad, eggplant tofu, ",basil," fried rice, Penang curry, and of course pad Thai. Honestly though, I don't think you can go wrong with anything on the menu. The ",OjXXfBcsaGMcXJ5In6pJcQ
This is one our regular take out places after a long day at work. My favorite dish is the basil chicken. It can get rather spicy so, I us,ually get a '3'.  The basil chicken is very flavorful and comes with white rice. It can easily be made into 2 meals and is very r,OjXXfBcsaGMcXJ5In6pJcQ
" or Pad Siew dishes and they're awesome (with generous portion) but the last time I went I got Thai Fish Cakes, Thai somoza, and a ",basil, noodle dish and I did not enjoy anything.  Keep it mainstream and you will be fine.  Don't order anything too unfamiliar.,OjXXfBcsaGMcXJ5In6pJcQ
"li paste.  This is more of a Chinese dish.  It's delicious nonetheless.   Red curry ($8.95): roasted duck, tomatoes, bell peppers, ",basil, leaves and pineapple in a coconut curry sauce.  Very delicious curry that goes great with rice.    Basil Leaves Chicken ($8.95): ,OjXXfBcsaGMcXJ5In6pJcQ
"inner. It's a family style place and the staff is super friendly and nice. I usually order their Massaman curry, Ma Po Lo, tilapia ",basil," and the pumpkin curry. Every time that I come here, I leave satisfy and happy. Another plus is that it's a byob place and from wh",OjXXfBcsaGMcXJ5In6pJcQ
"estaurant than that.   I ordered the chicken Pad Kee Mow (per their menu: stirred flat noodle with chili, bell peppers, snow peas, ",basil," leaves, tomatoes with brown sauce). It was spicy and it was plentiful. My friend ordered the Pad See Ew (Stirred fried big flat r",OjXXfBcsaGMcXJ5In6pJcQ
" Prik is my favorite: a bowl of saucy, spicy, peanutty (?) chicken, with noodles, tempura vegetables, and lettuce on the side. The ",basil," chicken, pad see ew, and prik king are not to be missed. Even the General Tso is wonderfully unique. Plus, your food comes really",OjXXfBcsaGMcXJ5In6pJcQ
me good food dining-in back in February). The Pad Thai was flavorless; the chicken in the cashew chicken was overcooked;  the duck ,basil, was greasy and had minimal spice. Not going again.,OjXXfBcsaGMcXJ5In6pJcQ
 during Parents Weekend at 8:15!  Summer rolls were tasty and fresh and one order was perfect for 2 ppl. (1 each as app).  Had the ,basil, duck as my entree and it was amazing.  The duck was tender and perfectly cooked and the level 3 spice was just enough heat.  Pric,OjXXfBcsaGMcXJ5In6pJcQ
arket.  While in town visiting we checked it out in the market.  We tried a spicy sour soup and a grilled cheese with tomatoes and ,basil," on an artisan bread.  The soup was excellent fresh, tasty and flavorful.  The grilled cheese had just the perfect amount of chees",oP0GoJcjFmxNAmf2y6VilQ
"ace is like an Italianized version of Eat'n Park.  I ordered the gnocci, which was described as having sun dried tomato sauce with ",basil," pesto and pine nuts.  Sounds pretty appealing, right?  Well, it wasn't.  The gnocci was soft and overcooked, and not al dente lik",OpNrObgtHgYijZYOU0yF-Q
" a chance cause my love of gravy trumps pretty much everything (aside from Music).  It's so rich, flavorful, and full of thyme and ",basil.,"  I would shout ""YUM!"" as loud as I could in the restaurant, but I'm sure it would startle everyone as I'm super loud in general. ",OQvChaBImI8X5B3aai8btg
 pink macaron w/ raspberries and cream. It was. AMAZING.  They. Have. SOUP! Must be for fall season.  It was a chicken orzo tomato ,basil," soup and a piece of baguette came with it  (It was delicious highly recommended)   Marquis - milk chocolate shell, creme brûlée a",oS96aJIHFWcFAlGHKKXjaw
here were so many delicious meatless options on the menu that I was really debating what to order.  I LOOOOVE fresh mozzarella and ,basil,", so it was like my own little slice of heaven.  I went with the rigatoni with eggplant, marinara, fresh basil and mozzarella.  I ",OXrFWgoz533T8tMRemkiww
"ecently I had one of their many styles of pizza. The Funghi pizza had a most flavorful sauce and with tasty mushroom, mozz cheese, ",basil.," It is cooked in a wood fired oven and fresh ingredients make these rather simple pies, gourmet.   The drink menu is vast with man",OXrFWgoz533T8tMRemkiww
"w bites, we had it wrapped to add tomatoes and herbs at home.   Then our pizzas arrived; I ordered the margherita doc (mozzarella, ",basil,", and tomato sauce)  and TE chose the funghi (mushroom). My pizza, (despite it being short on the basil), was very tasty. TE was u",OXrFWgoz533T8tMRemkiww
"the al dente pasta combined with the melt in your mouth salty, tart smoothness of the mozzarella and eggplant in the sweet heavily ",basil, based garlic sauce is a party for the taste buds. I just keep eating until I am uncomfortably full. The wine selection is also ab,OXrFWgoz533T8tMRemkiww
"ne of the BEST I have ever had, but the pizza is one, if not the worst I have ever had. I ordered the margarita, sauce, cheese and ",basil., Well I think they may have run out of cheese and basil. It was a wet tasteless mess. I may return if craving a good caesar.,OXrFWgoz533T8tMRemkiww
"rative religion (but mostly the new Pope). In front of me, a glass of lovely Barbera and a thin crust pizza with smoked provolone, ",basil," and cherry tomatoes. The smoke flavor is overwhelming, the sauce insipid and the crust so weak that all the bits fell off my firs",OXrFWgoz533T8tMRemkiww
friendly and made it seem like we were regulars.  Had the Doc Margherita pizza. It was very good with fresh buffalo mozzarella and ,basil.,  Have been here a few times and have tried some pasta's and other pizza's and have found some to be very good but others were rat,OXrFWgoz533T8tMRemkiww
"en that it is where the restaurant made its name.  Opting for the Provola with Smoked Mozzarella di bufala, Cherry Tomatoes, Fresh ",Basil,", Parmigiano-Reggiano, Baby Arugula, and Extra Virgin Olive Oil we watched as the dough emerged from the temperature controlled ro",OXrFWgoz533T8tMRemkiww
"harging a premium, you expect premium service, not worse than you get at Olive Garden.   The pizza is not that great. One piece of ",basil," on an entire margarita pizza is ridiculous. The crust was thick and doughy, not thin and crispy as you would expect from a wood-f",OXrFWgoz533T8tMRemkiww
ust is the best anywhere. The DOC version of the Margherita has buffalo mozzarella cheese in little pools and sparse but excellent ,basil, leaves. Google Margherita DOC or Margherita DOP and you'll see others around the world.  A great meal: Have the Margherita DOC an,OXrFWgoz533T8tMRemkiww
"ad and rather than the frequently found thin slices of breaded eggplant, this dish had nice thick slices with fresh mozzarella and ",basil.," In addition to a great wine list they also had some unique beer selections. Although we did not try them, the brick oven pizzas a",OXrFWgoz533T8tMRemkiww
ant and we went because of a recommendation. Absolutely spot on. I got the margarita pizza which was great except I could use more ,basil., My husband got the eggplant Parmesan which was by far the best of ever had. Even though we were full we tried two desserts that w,OXrFWgoz533T8tMRemkiww
"d shines through, even from the menu. I appreciate a place that used San Marzano tomatoes, real buffalo mozzarella, huge sprigs of ",basil,", , etc. The prices were a little steep but I didn't leave the place lamenting over the cost. The last comment I will leave is tha",OXrFWgoz533T8tMRemkiww
" on my plate whenever I was done.  My pizza was the Diavola since I like spicy things and consisted of spicy salami, chile pepper, ",basil," and different cheese.  Once again the colors were nice and I absolutely loved the pizza, especially some of the pieces where I go",OXrFWgoz533T8tMRemkiww
itself was so good (how could you go wrong with burrata) but its presentation alongside thick slices of undressed tomato and whole ,basil," leaves was strange.  At other wood fires pizza places we have had burrata (priced over $10 cheaper, but I will admit the quality ",OXrFWgoz533T8tMRemkiww
"he napoli pizza, which was pretty good: the crust is thick & bready, a lot of cheese, but the sauce was low on flavor & the ""fresh ",basil,""" listed as an ingredient actually was 1 giant basil leaf baked into the middle of the pizza (no longer fresh and not really edibl",P034NqfS_1sf-pC51170Kg
"lt in the noodle water, but I expect them to eventually work out those kinks. The Pho was over cooked and served with the plate of ",basil, and limes that are supposed to accompany the dish. It was over flavored with black pepper and cilantro stems. If that had been th,p2X4WdGMsi26t_6hN3Hz4w
"lly a personal pizza priced between $7 for plain up to $13.50 with varying ingredients. I ordered the Quattro Stagioni with sauce, ",basil,", fresh mozzarella, roasted red peppers, prosciutto, fresh mushroom & artichokes divided into four sections with 2 slices devoted ",p4jRa3qzDJtV-hSjcuNUag
" tomatoes, straight from the can.  Asking our waiter about it, he tells us that that's the way it always is because they put fresh ",basil,", garlic & herbs on the pizza's and not in the sauce, 'It keeps the sauce tasting better' he said.  Well, IT DOES NOTHING FOR THE ",p4jRa3qzDJtV-hSjcuNUag
   I also tried a portion of the caprese salad that I liked. I think it had a marinade that was light and flavorful. The pieces of ,basil," were bright green and didn't look old.  For the entrees, I got a pizza topped with four different toppings - roasted peppers, mus",p4jRa3qzDJtV-hSjcuNUag
"to-go"" places.  Most sandwiches run around $10.00 each.  Entrees run somewhat more.  They do have a roasted pizza with mozzerella, ",basil," and roasted tomatoes that sounded tempting.  I tried the ""Turkey Bobby"" which is turkey breast, bread stuffing, cranberry sauce &",P4lfCI0WSaVoA2VFdsZRiQ
"ndpointonly a minor step up from kool aid.  We tried the pizza which was really good.  It had great buffalo mozzarella, some fresh ",basil,", and a very thin crispy crust.  The upstairs deck had a decent amount of seating with a few cabanas which provided for some priva",P4lfCI0WSaVoA2VFdsZRiQ
l plates and each was delicious but the polenta with mushrooms and the smoky fingerling potatoes were the best. Try the strawberry ,basil, mojito!,P4lfCI0WSaVoA2VFdsZRiQ
"was good but not the best I've ever had, but she enjoyed it enough.   The drinks we got were not my favorite, I got the strawberry ",basil," mojito and there was just to many chunks of strawberries in it, very sweet.  Overall our experience here was pleasant.",P4lfCI0WSaVoA2VFdsZRiQ
"st, most unappetizing bowl of pho ever, and it had beef in it. The waiter came back to bring me the forgotten lemon, bean sprouts, ",basil,", cilantro and mint, and again, I asked if this was vegan, he assured me it was. Not trusting the kitchen, I scooped out the suspe",P4w7kxvrr4odvXdyQzXIvw
"o and a seafood soup, both were excellent. The portions were large enough to get at least 2 meals out of it, the side of sprouts & ",basil," was fresh, the service was fast and they were very friendly. I don't know if it is worth a 5 hour drive back but I would love to ",P4w7kxvrr4odvXdyQzXIvw
" rude and ask for one so I just dealt.   The broth was okay. It seemed sort of bland, even after I added quite a bit of torn fresh ",basil," leaves and a squirt of lime. I also added sprouts, but that was all that came standard with this dish. I was hoping for a wider v",P4w7kxvrr4odvXdyQzXIvw
 is ginormous.  The broth was piping hot and blanched the fresh vegetables just right.  The bean sprouts were still crispy and the ,basil, leaves still kept their shape. The meat is cut thin so it cooks as it is brought to the table.  Would love to have had a double o,P4w7kxvrr4odvXdyQzXIvw
" BALLS. I really just like saying fish balls. But I digress. If that's not enough, they also give you a side dish full of sprouts, ",basil," and jalapenos. YUM!   So, Pho' real, please go!",P4w7kxvrr4odvXdyQzXIvw
" steaming broth (not oily), delicious tender beef, perfectly cooked rice noodles (not gooey- just enough bite) and plenty of fresh ",basil, and bean sprouts for crunch.  Can't wait to try the spring rolls and other soul warming goodness.,P4w7kxvrr4odvXdyQzXIvw
"rolls. They had a good balance of ingredients - plenty of shrimp, not too heavy on the noodles, and you could definitely taste the ",basil," and mint. The sauce was good, but I thought it was a little too sweet. I had the Pho Tai, which has the rare steak. It can be har",P4w7kxvrr4odvXdyQzXIvw
" noodles [with] grilled meat"") is a popular Vietnamese cold rice vermicelli noodle dish topped with grilled pork, fresh herbs like ",basil," and mint, fresh salad and bean sprouts, and ch giò (spring rolls)."" Yes, the good folks at Vietnam's Pho do indeed serve up authe",P4w7kxvrr4odvXdyQzXIvw
 so many layers to that clear simple liquid. I had to majorly doctor it up with condiments and was bummed that I wasn't even given ,basil, to assist in this. They did give you a hefty serving of perfectly cooked noodles though so I'll give them that.   The one star is,P4w7kxvrr4odvXdyQzXIvw
"ely love the Pho here- so delicious and satisfying, either on a hot summer day or a cold winter afternoon.  I always ask for extra ",basil, to put in my bowl (I usually order #11 or #12).  The fresh spring rolls are also great!  There is something about the basil leaf ,P4w7kxvrr4odvXdyQzXIvw
"omparable. Both come with very large bowls of broth with good noodles, lots of different beef cuts, and garnishes of bean sprouts. ",basil,", and some jalepeno and lime. In the end though, I found the broth here to be less flavorful and rich than its competitor. This is",P4w7kxvrr4odvXdyQzXIvw
Very generous portions of Thai ,basil," and bean sprouts served with the Pho.  The Pho is very good, and the service is very quick and friendly.  Not sure why they continue to be cash only, but I can certainly deal with that.  The spices in the Pho are great, and the ",P4w7kxvrr4odvXdyQzXIvw
" 'team' of servers. I had Pho Tai (Beef Eye Round Noodle Pho). It was excellent and there was a large amount of condiments to add, ",basil,", mung bean sprouts, jalapeno peppers, and lime.",P4w7kxvrr4odvXdyQzXIvw
"acular, but I must say I am disappointed they changed their apple tart (The first time we got it, it came with ice cream and baked ",basil, on top - yum yum yum).  I would definitely and have recommended this restaurant to friends and family.,pajvV_6xebKIE7GBh4Z1xA
ime I'll be sure to build my own and get wild.  Serves me right for playing it safe my first time.  I also got a cup of the Tomato ,Basil," soup.  It was just OK as well.  Very tomatoey with almost no basil flavor.    So, a mediocre lunch place would be fine with me, a",pCwOCE-cycl6cMEa9O6bZQ
"rt vacation trip to Pittsburgh. We stumbled on this place, and were pleasantly surprised. We had the cheese tortellini with tomato ",basil, sauce and the special - a baked ziti dish with sausage and a meatball. Each came with a salad which was fresh and simple. Both en,pHpOuNf02eMyhdCnvMQGhg
"ey didn't have any trout available.  I ordered the seafood lingiuni with fresh mussels, clams, scallops and shrimp with the tomato ",basil," sauce, and it was very good ($22).  I was delighted to hear it that all their seafood items are fresh.  My husband ordered their ",pHpOuNf02eMyhdCnvMQGhg
y places. My linguini with red clam sauce was wonderful but a bit overpriced at $18.95. The wife had gluten-free pasta with tomato ,basil," sauce and, despite the difficulties with the ordering gluten free food, she was pleased with the dish. The homemade tiramisu work",pHpOuNf02eMyhdCnvMQGhg
presentation shown on their website. They were excellent. Fresh and crispy contents with a perfectly done wrap. We ordered the Hot ,Basil," with Chicken and the Country Pad Thai with Chicken. Both were truly outstanding. Everything was properly cooked, hotness was spot",PIfqmSxZyjr9AGMuAbNBbw
"urant. The spring rolls were delicious, but the pineapple chicken was bland and not as good as any other Thai place. Same with the ",basil, chicken. Also the prices higher than most other Thai restaurants around. Will not be going back after disappointing experience.,PIfqmSxZyjr9AGMuAbNBbw
Awesome Thai!  We have been waiting for this in the far South Hills.  We had  crazy noodles and ,basil," fried rice.  Spiced perfectly and to our requested heat level.  The chicken was very tasty and moist.  The seating area has only a few tables, so takeout or delive",PIfqmSxZyjr9AGMuAbNBbw
"nable (if your looking for over sized plates and too much food go elsewhere, the focus here is on quality not quantity. The Tomato ",Basil," soup is excellent and the sandwiches are filling and taste great, my personal favorite is the Reuben. Italian dishes are exceptio",PqBZ88vOqctCc0fRm2sXQg
"d pizzas were something to write home about. I tried their ""Wake & Bake"" pizza as well as the Bianca, to which I added ricotta and ",basil.,"  Both were excellent. The dough is perfectly thin and flavorful, and you can't beat that crunch from a woodfired pizza oven!  The",pSAoDrxX7Q5VRe-7gpDpOw
"izzas, a Margarita and the Wake & Bake which has bacon+sausage, banana pepper, fresh cracked egg, smoked provolone, mozzarella and ",basil.,"  The Margarita was pretty good, thought the sauce was a tad bitter but OK.  The pizza dough was good, a good blend of crisp and c",pSAoDrxX7Q5VRe-7gpDpOw
"izza chef forgets it only takes a minute to cook in the 800 degree ovens. We had the simple Pizza Margaret sauce, cheese and fresh ",basil.," Perfect! The house made Mozzarella was gooey, rich and flavorful.   I'm getting ahead of myself. For a starter we had the the hum",pSAoDrxX7Q5VRe-7gpDpOw
and they were decent. What was not so decent was the margherita pizza we ordered. This thing literally had Tic-Tac sized pieces of ,basil, on it with VERY little cheese. The sauce was also very underwhelming.   Go here for the beer and maybe some live music if they ha,pSAoDrxX7Q5VRe-7gpDpOw
ad a wonderful experience at Caffe Mona.   The coffee was a little strong but the breakfast sandwiches were out of this world. The ,basil, pesto that they used in mine was some of the freshest I've ever had. The service was fast and easy and I am pretty sure our serve,q0n4I-zqiI47xispOqc1lA
"rong with a pesto crepe? It literally tasted straight from the garden with fresh mozzarella, cherry tomatoes and the most fragrant ",basil.," Service was very good and the interior is quaint, inviting and comfortable. They've even got a back dining patio. Everything abou",q0n4I-zqiI47xispOqc1lA
"ur only complaint is that they stop serving soup once it starts warming up, but we wish they served it all year because the tomato ",basil, bisque is delicious!,q0n4I-zqiI47xispOqc1lA
"hy their pizza doesn't make it on Pittsburgh's list of the best pizza is beyond me. Their Sicilian crust with pepperoni, mushroom, ",basil,", and roasted red peppers is amazing.",q6BzQz426uH6rB7bmZvexQ
roasted red peppers which I can't get enough of and no iceberg lettuce in sight.  I opted for the spinach and ricotta ravioli in a ,basil, tomato cream sauce.  It was very good.   Not the best I've ever had but solid.  Lots of sauce to dip more of the tasty bread in. ,QeShrs6cUNBjJoTCkJiB0g
"iablo which were good, but we had a lot of closed shells. I had the Penne alla Vodka and the sauce was good, especially with fresh ",basil," leaves. The pasta was a bit overcooked. Basically, if you're Italian you know how to make this food at home. That doesn't make it",QeShrs6cUNBjJoTCkJiB0g
 -Spinach ravioli: My main dish of choice. Flavorful spinach and cheese pillows of pasta cooked al dente and smothered with tomato ,basil," sauce with a touch of cream. Damn good pasta, my friends.  Cons: -Menu items price out a few dollars higher than similar Italian ",QeShrs6cUNBjJoTCkJiB0g
hood besides Nicky's.  The Penna Parma was outstanding and the Parm crusted salmon over whole wheat artichoke ravioli with a white ,basil, sauce on special tonight was a great combo and wonderfully executed.  Katie our server was professional AND personable and only a,QeShrs6cUNBjJoTCkJiB0g
eing ok while my girlfriend really enjoyed the polenta.  For our dinner entrees I ordered the Penne Vodka which came with a tomato ,basil," cream sauce and prosciutto while my girlfriend went with the Penne Parma that had some artichoke hearts, roasted red peppers, oli",QeShrs6cUNBjJoTCkJiB0g
they were just ok.  There was way too much sauce and I guess I anticipated it to taste a bit more basily or something - it did say ,basil," cream sauce, but what I got just seemed like a whole lotta tomato vodka sauce.  The spinach and ricotta didn't have much flavor, ",QeShrs6cUNBjJoTCkJiB0g
I ate here right before watching a movie at the movie theatre a block away. Had the ,basil," fried rice. It was good, not spectacular. Our server was pretty attentive. A small detail, but I didn't like the layout or design of their menu. It was very hard to read with ",qfBp53c7Z2DpqUrGhV80zg
"til our food arrived, then I could focus on nothing else.  :)  I ordered Pad Kee Mow, wide rice noodles with napa cabbage and Thai ",basil, in a garlicy sauce; my husband enjoyed his chicken and vell peppers in a Thai basil sauce with rice.  Both dishes were absolutely,qfBp53c7Z2DpqUrGhV80zg
The Green Mango it is not! I had the ,Basil, Ginger Fish and it was way too salty and too hot. I asked for a 5 out of a scale of 10 since it was my first time at the restaurant and figured I could add hot oil if it was too mild. To my dismay it was too hot and lacked,qfBp53c7Z2DpqUrGhV80zg
"thing on the menu is delicious.  Normally I stick to my Tofu Pad Thai, but here I've ventured off and tried other amazing dishes.  ",Basil," fried rice - where you can actually taste the basil, iand several curries to dance on your taste buds.  My current favorite is Pi",qfBp53c7Z2DpqUrGhV80zg
"autiful out (what's up winter?), and were immediately greeted with two waters. We ordered the fresh rolls to start--enticed by the ",basil, and mint leaves and the peanut dipping sauce--and they arrived not 2 minutes later (and were delicious!)  Next we split an entree,qfBp53c7Z2DpqUrGhV80zg
"us. The portion size was perfect for me and I shared some with my boyfriend as well. The special drinks were great, we had the gin ",basil," smash and the Doberman, I would recommend both.   The staff was very friendly and helpful when explaining the menu items, I will ",QlSpPzc4Oy05ic-PsoYH4g
The atmosphere is nice but steer clear of the food and drinks. My friend ordered a mojito and the ,basil," in the mojito was brown and wilting! As a ""bartender"" how do you serve something like this to your customers?? Do you not even look at the product that you are m",qME1CvFxSrhqE6-YGcp3Rw
served with crackers in plastic wrap (tacky). The margherita GF pizza was lackluster. They used sliced heirloom tomatoes and fresh ,basil,", I just wished for more toppings and I wished the toppings went all the way to the crust. It's in a great location. I went one ni",qNSZpcyoF7OM6g49sAFUcQ
"ful menu items but I cant.  This shrimp salad has spinach, peas, orzo, feta cheese, and kale (my fav).  I always go with the lemon ",basil, vinaigrette that the menu suggests because it is the BEST for this salad.  The lemon in the dressing gives the salad a nice kick ,qNSZpcyoF7OM6g49sAFUcQ
"ssify as ""new American""-pizzas,salads,sandwiches,etc. My boyfriend started off with the soup of the day-a chilled squash soup with ",basil," and crème freche. I had only a spoonful but can report it was yummy. A great cold soup for a warm summer evening! For entrees, I ",qNSZpcyoF7OM6g49sAFUcQ
" done well; paired with rice, I ate most of this, glaring at the poor man when he went to reach for another.  The pizza was mostly ",basil,", but we still ate half.  It was better as leftovers the next morning, for sure, but nothing incredible. I think the saddest part ",qNSZpcyoF7OM6g49sAFUcQ
"share. We ordered the Red Beans & Rice, Fried Green Tomatoes (Abita Amber Ale Batter, Cheddar, Creole Mustard Ranch), Salmon Cake (",Basil," aioli, pickled red onions, cauliflower and Arugula hash) and Stuffed Mirliton (Chayote squash, catfish cake, trinity, dill bécham",_R1jBQQieKpNGMBqmrLRyA
"and the sauce had zero flavor. I just feel like a sauce can make or break the meal, and it was tasteless-- no garlic, onion, wine, ",basil..," Nothing. The portion was also quite small for the price. It was clearly boxed pasta and not homemade, so why so stingy? I'm surpr",R7eLlAdeIYsxux_Vm0l5sg
"lly hot.  guy with the curly haired pony tail?  thanks for keeping lunch sexy!  I ordered the caprese burger which had mozzerella, ",basil,", and a balsamic reduction on it.  It may just be the best burger I have ever had.  It was fantastic, well work the $10.  My frien",RA_Q__KAdk9rJqtAByUFjA
thing I've ordered is excellent. The chef is from the closed Palomino's and offers an excellent menu.  My favorite is their tomato ,basil," soup, the farm slider and white Russian.",RA_Q__KAdk9rJqtAByUFjA
"flavors. Was I being snookered? Hey, if it's too pricey to make (truffles don't come easy), I would have settled for the marvelous ",basil," aioli that came with the ingenious Italian Egg Rolls (hell, I shoulda just asked for an extra thimble of it). Featuring layers of",RA_Q__KAdk9rJqtAByUFjA
"a bread which is slather with red bell pepper pesto.  They top this with thick cut tomatoes, fresh mozzarella, and a huge piece of ",basil, drizzled with balsamic.  It's to die for.  As a side I normally get the shoestring fries that are topped with a light dusting of ,RA_Q__KAdk9rJqtAByUFjA
i had peanut flavor without the sometimes too sweet ketchup sauce found too often - delicious. The spicy noodles had lots of fresh ,basil, cooked into the spicy noodles and the tofu tasted fresh and did not have any off flavors from the oil which indicates fresh oil. ,rBnpbR-cfCD9CKy_ahCmsg
" If I could eat it all of the time, I would probably get sick of it. But since I can't, I wish I could because it is amazing. Thai ",basil," AND kaffir lime leaves? Sign me up! It's probably worth noting that the portions are pretty big -- too big, really, but worth tak",rBnpbR-cfCD9CKy_ahCmsg
"st I've had, great size, yummy peanut sauce! The waiter was super sweet and friendly and recommended a dish for my mom to order... ",Basil," something, with chicken and rice. I forget the name, but it's one of the specialties. She was ballsy though and ordered it a bit ",rBnpbR-cfCD9CKy_ahCmsg
"Nicky's is my favorite Thai place in takeout distance. I love the chicken pineapple curry, but also the spicy basil stir fry and pa",nang. ,"The downtown location will make Som Tum, which makes me so so happy, but the people on the Northside look at me in confusion mos",rBnpbR-cfCD9CKy_ahCmsg
"tea. For starters, we ordered the Tom Yum soup, Thai spring rolls (the cold, non-fried ones,) massaman curry with shrimp and spicy ",basil, noodle with steamed tofu and vegetables. Our spice level ranged from 7 for the Tum Yum soup and curry to an 8 for the spicy basil,rBnpbR-cfCD9CKy_ahCmsg
" were tasty, but came the same time as the entrees. Our group of 5 shared 2 pad Thai, pork red curry, pork green curry, and a tofu ",basil,. All we're spiced well according to the 1 to 10 heat scale. Fresh ingredients in all. I have tried numerous versions of green curr,rBnpbR-cfCD9CKy_ahCmsg
Went for the first time recently and fell in love. It's affordable and delicious!! Always get the pad Thai and spicy ,basil, mussels. The pineapple fried rice is another favorite. BYOB. (Which I love) and the patio is amazing and you feel like you're on vacation. New,rBnpbR-cfCD9CKy_ahCmsg
We visited the western ave location. Appetizer Crab Rangoon was a great start. The grilled duck curry and sea food ,basil, fried rice were just too good. Recommend any day for a wonderful evening with a bottle of wine.,rBnpbR-cfCD9CKy_ahCmsg
"l of the curries that I've tried have also been excellent, as well as some of the chef specials. The Gaprow Lad Kao is a fun spicy ",basil," & ground meat dish over rice with fried egg on top. It came as a recommendation from our server once, and it's become a regular d",rBnpbR-cfCD9CKy_ahCmsg
ost packed.  The ambiance in the back atrium is so nice and festive.  I feel like I am on vacation in another city.  I ordered the ,Basil," Entrée with Chicken. (Stir-fry with Garlic, Eggplant, bell peppers, onions, bamboo slices, green beans and spicy basil sauce) 4 s",rBnpbR-cfCD9CKy_ahCmsg
weak with little curry and little flavor. The broth was thin. Also ordered this one an 8 spicy but it was more like a 3. The fried ,basil, rice was good but the rice was overcooked and mushy. The coconut ice cream was the best part of the meal. I don't think we will r,rBnpbR-cfCD9CKy_ahCmsg
ch is on the sweeter side from the natural sweetness that the pumpkin brings. I didn't like that too much. Oh... I've also had the ,Basil," stirfry with tofu and that's yummy. This is a street parking kinda place so if you come after 6pm M-S or anytime Sunday, you can ",rBnpbR-cfCD9CKy_ahCmsg
"ess but i find the system wholly inconsistent.  our main courses and spiciness levels were as follows: chicken phad thai (7), duck ",basil," (8), and beef panang curry (8).    the phad thai was ok and not spicy.  the crispy duck had some good flavor but it was supposed ",rBnpbR-cfCD9CKy_ahCmsg
"s the Pumpkin Curry. I've had pumpkin curry one other time and it was good, but this blew me away. Soft nibblets of Asian pumpkin, ",basil,", coconut milk, and a spicy red curry. It was a good level of spice for me, but I'm assuming they brought us the spiciest level, I",rBnpbR-cfCD9CKy_ahCmsg
"loathe mushy rice). I also had the spring roll, which was easily the best spring roll I ever had, with the balance of cilantro and ",basil," perfectly complimenting the noodles and vegetables. The dipping sauce was also light, without veering into sickly sweet territory",rBnpbR-cfCD9CKy_ahCmsg
"d with a human body scuttling about or dining. It may feel hectic, but also give you an energy surge if you like crowds.  FOOD Our ",basil," stir-fry, curry, and stewed fish (arg! I forgot the actual name of the dish) smelled as good as they tasted (and tasted as good a",rBnpbR-cfCD9CKy_ahCmsg
"are serving). I usually go there with a group of friends to share appetizer plate, tom yam soup, main and a dessert. Anything with ",basil, is my personal favorite. it is BYOB.,rBnpbR-cfCD9CKy_ahCmsg
"here it's the real deal. It's lean & good so don't worry about weird grisly meat.  The only bummer was their pad kee mow, or spicy ",basil, leaves. For some reason every Thai place in Pittsburgh serves it with very little basil and a bland gravy... much different that ,rBnpbR-cfCD9CKy_ahCmsg
"laced my order over the phone for 3 lunch specials which included an order cashew chicken, an order of panang curry, and the spicy ",basil, noodle. We all ordered spice level 6. We got to Nicky's in about 10 minutes and all of our food was ready. It smelled great and w,rBnpbR-cfCD9CKy_ahCmsg
"t my buddy ordered drunken noodle, which they didn't have, so they suggested their stand in: spicy noodle. It was just noodles and ",basil., Oh well. The pad thai was also amazing.,rBnpbR-cfCD9CKy_ahCmsg
"f different entrees here over the months, and I would recommend:  - wild curry (fantastic) - spicy eggplant - pad thai - fish with ",basil," - most of the salads  The curries tend to be OK, but not stand-out fantastic.  People in my party have occasionally gotten the gr",rBnpbR-cfCD9CKy_ahCmsg
